judul,isi,link,kategori
"Kehilangan Orang Tua, Afghan Bisa Lanjutkan Pendidikan Berkat Sekolah Rakyat","Semangat Afghan Jasca (15) untuk belajar tidak surut walau langkahnya sempat terhenti. Kini di Sekolah Rakyat Menengah Pertama 9 Kota Bandung, dia dapat kembali melanjutkan pendidikan dan jalan meraih cita-citanya.
Bukan cita-cita yang menggambarkan profesi, Afghan mempunyai impian yang tulus di masa depannya kelak. Ia ingin membalas kebaikan kepada orang yang telah mengurusnya sejak kecil. Bukan orang tua, melainkan ketulusan tetangga berhati besar yang tinggal tidak jauh dari rumahnya.
""Ingin bilang terima kasih, ingin jadi pengusaha sukses biar bisa balas jasa ibu (panggilan kepada yang mengurus Afghan sejak kecil),"" kata Afghan dalam siaran pers Kemensos, Rabu (1/10/2025).
Sejak kecil Afghan kehilangan peran dari orang tua. Menurut penuturannya, Afghan sebenarnya memiliki kakak dan dua adik, namun ia tidak pernah ingat wajah kakak bahkan ayahnya. Tidak ada peran orang tua, Afghan mendapat uluran kasih dari tetangganya yang ia panggil ibu. Bahkan ibu yang beberapa kali menghubungi Afghan untuk menanyakan kabarnya di sekolah.
Afghan terbiasa hidup dengan keterbatasan. Ia bahkan sempat putus sekolah selama dua tahun karena terhambat biaya. Menurutnya, jika tidak ada Sekolah Rakyat mungkin ia tidak bisa melanjutkan kembali pendidikannya yang sempat tertunda.
""Diajak oleh pendamping PKH, Bu Sri namanya, dan saya mau untuk sekolah lagi,"" tuturnya.
Afghan juga menceritakan kesehariannya selama di Sekolah Rakyat dalam tiga bulan ini. Awalnya ia sempat kesulitan untuk bangun pagi, namun saat ini ia sangat senang berada di Sekolah Rakyat.
""Senang di sini, makan juga setiap hari, dulu makan tidak tentu, bahkan pernah sama sekali tidak makan,"" ujarnya
Remaja berusia 15 tahun ini juga menceritakan bahwa ia mengikuti kegiatan ekstrakulikuler boxing yang ada di sekolah.
""Suka boxing, dulu pernah diajari oleh teman,"" katanya.
Hadirnya Sekolah Rakyat membawa Afghan kembali menemukan semangatnya untuk meraih masa depan. Ia juga lebih memiliki tujuan. Ia bangun pagi, salat berjemaah, belajar, dan menyalurkan minat bakatnya.
Bagi Afghan, Sekolah Rakyat bukan hanya tempat untuk meraih pendidikan namun menjadi tempat pulang dan penuh dengan kasih sayang.

Simak juga Video: Komisi X DPR RI Soroti Perkembangan Sekolah Garuda-Sekolah Rakyat

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139732/kehilangan-orang-tua-afghan-bisa-lanjutkan-pendidikan-berkat-sekolah-rakyat,berita
Tim SAR Bangun Gorong-gorong untuk Evakuasi Korban Reruntuhan Ponpes Sidoarjo,"Proses evakuasi korban yang masih terjebak reruntuhan bangunanPonpes Al Khoziny, Sidoarjo, Jawa Timur, masih dilakukan. Petugas akan membangun gorong-gorong untuk mengevakuasi sisa korban.
""Saat ini, untuk menyentuh ke titik korban, kita harus melalui, kita membuat gorong-gorong di bawah tanah,"" kata Kepala Basarnas Marsekal Muda TNI Mohammad Syafii dilansirdetikJatim, Rabu (1/10/2025).
Syafii mengatakan proses evakuasi masih terus digencarkan. Secara teori, petugas memiliki waktu 72 jam setelah kejadian untuk menyelamatkan korban yang terjebak.

""Sesuai teori memang 72 jam, namun pada saat kita sudah bisa menyentuh korban, kita sudah bisa menyuplai minuman, vitamin, bahkan info sudah bisa kita berikan memungkinkan yang bersangkutan ini bisa bertahan lebih lama,"" katanya.
Kasubdit RPDO Bencana dan Kondisi Manusia Basarnas, Emi Freezer, mengatakan korban reruntuhan bangunan ponpes yang masih terjebak saat ini tersebar di 15 titik. Dari 15 titik itu, tujuh berstatus hitam dan sisanya merah.
Hitam artinya tidak ditemukan tanda-tanda kehidupan seperti adanya napas ataupun respons atas panggilan hingga rasa sakit. Sementara merah adalah korban masih bernapas dan dapat memberikan respons terhadap suara.

""Target utama yang sedang kami kejar saat ini adalah ada 15 lokasi. Di mana dari 15 lokasi ini disampaikan ya, delapan berstatus hitam, tujuh berstatus merah,"" ujar Freezer.
Baca selengkapnya disini

Simak juga Video: Bupati Sidoarjo Soal Ponpes Al Khoziny Diduga Tak Kantongi IMB

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139725/tim-sar-bangun-gorong-gorong-untuk-evakuasi-korban-reruntuhan-ponpes-sidoarjo,berita
Legislator Minta Kepala BGN Tunjuk Politisi yang Minta Jatah Dapur MBG,"Anggota Komisi IX DPR RI, Sahidin, menyinggung adanya isu politisi memiliki sejumlah dapur Satuan Pelayanan Pemenuhan Gizi (SPPG). Sahidin meminta Badan Gizi Nasional (BGN) menunjuk langsung orangnya jika benar.
Hal itu disampaikan Sahidin saat rapat kerja Komisi IX DPR RI dengan Kepala BGN Dadan Hindayana hingga Menkes Budi Gunadi Sadikin membahasMakan Bergizi Gratis(MBG), Rabu (1/10/2025). Sahidin mengaku tak nyaman jika politisi dianggap minta-minta untuk kepengurusan SPPG.
""BGN ini program Presiden, bagaimana ini bisa selesai cepat, bagaimana 2025 ini targetnya tercapai karena multi efeknya ya betul-betul dirasakan oleh masyarakat. Tapi, setelah kami jalan di dapil masing-masing, kami nggak nyaman juga, Pak, politisi yang mintalah, yang apa,"" kata Sahidin dalam rapat.

Sahidin menyebut pernah berkomunikasi dengan staf Kepala BGN tapi dengan tujuan menjembatani. Ia pun meminta BGN menunjuk siapa politisi yang minta-minta.
""Memang saya ada menelepon staf Bapak, tetapi kami hanya menjembatani, mungkin kalau yang lain nggak tahu saya. Tapi, kalau ada, tolong tunjuk ini minta-minta ini kerjaannya,"" ungkap Sahidin.
""Ini cari komisi ini, ini mencari kesempatan ini di program ini, begitu dong. Tapi, kalau buat narasi-narasi sehingga pengalihan isu-isu ini keluar, nggak mau juga kita. Persoalannya di dalam, di dalam sendiri. Saya tahu, kalau kita bicara mafia, mungkin nggak?"" tambahnya.
Ia juga menyinggung 5.000 SPPG fiktif yang belakangan tersiar. Menurutnya, jumlah itu juga belum tentu teratasi.

""Kita tahu juga, 5.000 lebih Bapak sampaikan ini, ini ada yang nggak beres ini. Tapi saya nggak tahu juga apa sudah beres yang 5.000 nggak tahu juga kita, sampaikan yang 5.000 siapa orangnya,"" imbuhnya.


[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139716/legislator-minta-kepala-bgn-tunjuk-politisi-yang-minta-jatah-dapur-mbg,berita
BGN Ungkap Alat Rapid Test Cegah Keracunan MBG Sudah Diterapkan di SPPG Polri,"Badan Gizi Nasional(BGN) menyebut dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) untuk program Makan Bergizi Gratis (MBG) yang dibangun Polri mempunyai alatrapid testyang digunakan untuk menguji makanan yang sudah dimasak. Hal ini akan diterapkan di SPPG lainnya.
Hal tersebut disampaikan Kepala BGN Dadan Hindayana dalam rapat kerja Komisi IX DPR RI di kompleks parlemen, Senayan, Jakarta Pusat, Rabu (1/10/2025). Mulanya, Dadan menyinggung soal ratusan siswa keracunan MBG di Banggai, Sulawesi Tengah.
Dadan mengatakan kasus keracunan menu MBG di Banggai terkait pemasok atausupplier. Karena itulah, Dadan menyebut seleksi terhadapsupplierini penting untuk dilakukan.
""Terkait dengan kejadian di Banggai di mana pemasok ini sangat penting dan oleh sebab itu maka seleksi terhadapsupplierini juga perlu dilakukan,"" ungkap Dadan.

Dadan mengungkap Presiden Prabowo Subianto juga telah memerintahkan agar setiap SPPG memiliki alatrapid test.Rapid testitu penting untuk menguji makanan.
""Pak Presiden sudah memerintahkan agar setiap SPPG memiliki alatrapid testyang bisa dilakukan untuk menguji makanan yang sudah dimasak sebelum diedarkan,"" kata Dadan.
Di sinilah, Dadan lalu mengungkap SPPG yang dibangun Polri lengkap dengan tersedianya alatrapid test.Alatrapid testitu, kata Dadan, menguji makanan yang sudah dimasak sebelum diedarkan.
""Ini sudah dilakukan di SPPG yang dibangun oleh Polri,"" ujar Dadan.


[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139695/bgn-ungkap-alat-rapid-test-cegah-keracunan-mbg-sudah-diterapkan-di-sppg-polri,berita
"Bertambah, Pelajar Korban Keracunan MBG di Garut Jadi 282 Orang","Jumlah pelajar korban keracunan diduga akibatMakan Bergizi Gratis(MBG) di Garut, Jawa Barat, bertambah menjadi 282 orang. Sebagian korban sudah ada yang dipulangkan dan menjalani rawat jalan.
""Jumlahnya 282 korban. Mayoritas sudah pulang dan menjalani rawat jalan di rumah,"" kata Kepala Dinas Kesehatan Garut Leli Yuliani, kepada wartawan, dilansirdetikJabar, Rabu, (1/10/2025).
Leli menjelaskan sebanyak 282 orang korban keracunan ini terdiri atas 193 korban sudah pulang, 81 dirawat di Puskesmas Kadungora, 2 di Puskesmas Leles, dan 6 dirujuk ke RSUD dr Slamet Garut.

Para korban ini merupakan pelajar dari empat sekolah, yakni SDN 3 Talagasari, SMPN 1 Kadungora, SMP PGRI, dan SMA Annisa. Mereka mengalami gejala yang serupa, yakni mual, pusing, muntah, diare, dan sesak napas.
Leli menjelaskan, saat ini pihaknya tengah fokus menangani para korban. ""Mayoritas kondisinya mulai membaik,"" katanya.

Diketahui, sejumlah pelajar mengalami keracunan pada Selasa (30/9/2025) setelah menyantap MBG di sekolah, dengan menu nasi, daging sapi, kacang edamame, kol, mentimun, pisang, serta susu bantal cokelat.
Simak selengkapnyadi sini.

Simak juga Video Data BGN: 6.457 Anak Keracunan MBG Sepanjang 2025

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139684/bertambah-pelajar-korban-keracunan-mbg-di-garut-jadi-282-orang,berita
"Menkop Rapat Bareng Menko Perekonomian, Bahas Percepatan Kopdes Merah Putih","Menteri Koperasi Ferry Juliantonomenghadiri rapat yang dipimpin Menteri Koordinator Bidang Perekonomian Airlangga Hartarto. Dalam rapat ini, dibahas tentang percepatan operasional gudang Koperasi Desa Merah Putih.
Rapat Koordinasi Akselerasi Pertumbuhan Ekonomi Triwulan IV-2025 yang dipimpin Menteri Koordinator Bidang Perekonomian Airlangga Hartarto digelar di Wisma Danantara, Jakarta, Rabu (1/10/2025).
Hadir dalam rapat tersebut, Menteri Sekretaris Negara Prasetyo Hadi, Sekretaris Kabinet Teddy Indra Wijaya, Menteri Keuangan Purbaya Yudhi Sadewa, Menteri Perencanaan Pembangunan Nasional/Kepala Bappenas Rachmat Pambudy, Menteri Sosial Saifullah Yusuf, dan Wakil Menteri Pertanian Sudaryono.


Selain itu, ada juga Direktur Utama Danantara Dony Oskaria, Kepala Badan Pusat Statistik Amalia Adininggar Widyasanti, dan sejumlah pimpinan kementerian/lembaga lainnya.
Menkop menyampaikan, dalam rapat, dibahas beberapa kebijakan ekonomi yang akan direalisasikan sebelum 20 Oktober 2025.
""Khusus Kementerian Koperasi sudah diputuskan tentang percepatan pembiayaan bagi kegiatan operasional pendirian gudang dan gerai Koperasi Desa/Kelurahan Merah Putih,"" katanya.

Simak juga Video: Menkop Ferry Bakal Bahas Anggaran Kopdes Merah Putih ke Menkeu Purbaya

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139682/menkop-rapat-bareng-menko-perekonomian-bahas-percepatan-kopdes-merah-putih,berita
Irma NasDem Sebut SPPG Polri Tak Ada yang Berkasus karena Sesuai Standar,"AnggotaKomisi IX DPR RIIrma Chaniago menyebut Satuan Pelayanan Pemenuhan Gizi (SPPG) atau dapurMakan Bergizi Gratis(MBG)di bawah naungan Polri tak ada yang berkasus. Menurutnya, hal itu bisa menjadi pembelajaran bagi BGN terkait tata kelola SPPG.
""Kalau menurut saya, nggak penting mau politisi maupun Polri, mau TNI mau siapa pun yang mempunyai dapur, tapi yang penting itu tanggung jawabnya,"" kata Irma dalam rapat kerja dengan BGN hingga Menkes di gedung DPR RI, Senayan, Jakarta Pusat, Rabu (1/10/2025).

Legislator NasDem ini menyebut ada 600 SPPG yang dinaungi oleh Polri. Menurut Irma, tak ada temuan kasus keracunan terhadap penerima manfaat di sana.
""Saya punya informasi kalau Polri itu punya 600 SPPG loh, mohon maaf mungkin saya salah, tapi saya dapat informasi itu,"" ujar Irma.
""Tapi saya juga dapat informasi bahwa dapur yang di bawah Polri itu, itu nggak ada yang berkasus karena dapurnya sesuai dengan standar,"" tambahnya.

Irma mengatakan kepemilikan SPPG bukan menjadi persoalan. Yang terpenting, kata dia, tanggung jawab pemegang SPPG agar memenuhi kriteria dan menjalankan SOP yang sudah ditentukan.
""Artinya, sekarang bukan terkait dengan siapa, tapi terkait dengan bertanggung jawab atau tidak bertanggung jawab orang itu. Jadi soal sebutan politisi, mohon maaf ini jangan dipolitisasi. Kami iniudahhancur lebur DPR inidibusukin. Jadi jangan ditambah lagi dengan pembusukan-pembusukan yang seperti ini, saya marah betul soal ini,"" imbuhnya.

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139674/irma-nasdem-sebut-sppg-polri-tak-ada-yang-berkasus-karena-sesuai-standar,berita
Perusahaan Pro Israel Ramai-ramai Lakukan CSR untuk Palestina,"Sejumlah perusahaan yang terafiliasi dengan Israel menggunakan berbagai strategi untuk melemahkan gerakan boikot yang meluas di Indonesia. Mereka secara aktif mendekati komunitas Muslim dengan berbagai cara agar produk mereka tidak lagi menjadi sasaran boikot dan tetap dibeli oleh masyarakat.
Wakil Ketua Umum Dewan Pakar Pengurus Pusat Dewan Masjid Indonesia (DMI), Imam Addaruqutni, mengungkapkan hal ini dalam Detikcom Leaders Forum di Jakarta, Rabu (3/9/2025). Menurutnya, perusahaan-perusahaan tersebut tidak hanya mendekati para ulama dan tokoh masyarakat, tetapi juga menggunakan taktik lain yang lebih halus.
""Salah satu cara yang mereka gunakan adalah dengan memberi donasi untuk Palestina. Selain itu, mereka aktif menjadi sponsor dalam berbagai kegiatan keagamaan, terutama pada hari-hari besar umat Islam,"" jelas Imam. Strategi ini bertujuan untuk membangun citra bahwa perusahaan mereka peduli dan berpihak pada perjuangan Palestina, sehingga masyarakat tidak lagi memboikot produk mereka.
Langkah-langkah ini merupakan respons atas Fatwa MUI Nomor 83 Tahun 2023 tentang dukungan terhadap perjuangan Palestina. Fatwa tersebut dengan tegas menyatakan bahwa mendukung perjuangan kemerdekaan Palestina adalah wajib, sementara mendukung agresi dan genosida oleh Israel hukumnya haram.
Ketua MUI Bidang Dakwah dan Ukhuwah, KH Cholil Nafis, membenarkan adanya upaya pendekatan dari perusahaan-perusahaan tersebut. Ia menceritakan bahwa beberapa perusahaan yang terindikasi pro-Israel mencoba menawarkan donasi kepada MUI. Sebagai imbalannya, mereka berharap MUI mau menyatakan bahwa produk mereka tidak terafiliasi dengan Israel.
""MUI dengan tegas menolak semua tawaran itu. Kami sampaikan bahwa MUI fokus menyerukan pembelaan terhadap Palestina sebagai sebuah kewajiban,"" tegas KH Cholil Nafis.
Selain melalui donasi dan sponsor, strategi lain yang digunakan adalah melalui media sosial. Periset media sosial, Ismail Fahmi, menemukan adanya peningkatan tren ""klarifikasi"" dari perusahaan-perusahaan yang diduga pro-Israel. Mereka gencar menyebarkan siaran pers dan konten yang seolah-olah menunjukkan keberpihakan pada Palestina. Di saat yang sama, ada juga upaya untuk merusak reputasi produk nasional dan lokal yang menjadi pesaing mereka.
Aktivis pro-Palestina, Shafira Umm, mengajak masyarakat untuk tetap waspada dan tidak mudah terkecoh. Menurutnya, cara terbaik untuk melawan strategi ini adalah dengan terus konsisten menjalankan gerakan boikot. ""Masyarakat bisa melawan dengan cara berhenti membeli produk dari perusahaan yang jelas-jelas terafiliasi dengan Israel,"" pungkasnya.

Simak juga Video: Sebelum di UI, Akademisi Pro-Israel Sempat Jadi Pemateri PBNU

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139669/perusahaan-pro-israel-ramai-ramai-lakukan-csr-untuk-palestina,berita
KPK Panggil Bos Jasa Pengurusan K3 Terkait Kasus Pemerasan di Kemnaker,"KPK memanggil lagi salah satu perusahaan jasa keselamatan dan kesehatan kerja atau K3. Pihak perusahaan tersebut diperiksa sebagai saksi dalam perkara pengurusan sertifikat K3.
""Saksi dugaan tindak pidana korupsi terkait pengurusan sertifikat keselamatan dan kesehatan kerja (K3) di Kementerian Ketenagakerjaan (Kemnaker),"" kata juru bicara KPK Budi Prasetyo kepada wartawan, Rabu (1/10/2025).
Saksi yang diperiksa bernama Muhammad Deny selaku Direktur PT Mitra Dinamis Yang Utama. Pemeriksaan dilakukan di gedung Merah Putih KPK.

""Pemeriksaan dilakukan di gedung Merah Putih KPK,"" ujar Budi.
Seperti diketahui, kasus pemerasan pengurusan sertifikasi K3 di Kemnaker telah berlangsung sejak 2019. Uang pengurusan yang seharusnya cuma Rp 275 ribu melonjak menjadi Rp 6 juta.

KPK mengatakan dari selisih biaya yang dibayarkan oleh para pihak pengurus sertifikat K3 dengan biaya yang seharusnya, uang tersebut mengalir ke beberapa pihak.
Totalnya mencapai Rp 81 miliar. Dari Rp 81 miliar tersebut, Rp 69 miliar di antaranya mengalir ke Irvian Bobby Mahendro selaku Koordinator Bidang Kelembagaan dan Personil K3 tahun 2022-2025 hingga mantan Wamenaker Immanuel Ebenezer atau Noel.

Simak juga Video: Bukannya Tumpas Pemerasan K3, Ebenezer Malah Minta Jatah

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139666/kpk-panggil-bos-jasa-pengurusan-k3-terkait-kasus-pemerasan-di-kemnaker,berita
"Peringati Hari Batik Nasional, 2 Oktober Apakah Tanggal Merah?","Setiap tanggal 2 Oktober, ada peringatanHari Batik Nasional(HBN). Peringatan ini bertepatan dengan penetapan batik sebagai salah satu warisan budaya takbenda dari Indonesia oleh UNESCO pada tanggal 2 Oktober 2009.
Tanggal 2 Oktober sebagai Hari Batik Nasional ditetapkan melalui Keputusan Presiden (Keppres) Nomor 33 Tahun 2009. Mengutip dari Keppres tersebut,Hari Batik Nasional pada 2 Oktober bukan merupakan hari libur.
Selain itu, menurut SKB 3 Menteri tentang Libur Nasional dan Cuti Bersama 2025,tanggal 2 Oktober bukan termasuk tanggal merah. Di bulan Oktober 2025, tidak ada libur nasional maupun cuti bersama.
Dalam rangka memperingati Hari Batik Nasional 2025, Museum Tekstil Jakarta akan mengadakan Pameran ""Merawit Rasa"" yang berlangsung sampai bulan November 2025. Pameran ini menghadirkan keindahan Batik Merawit Cirebon dan pengunjung dapat melihat langsung detail motif ikonik, seperti Mega Mendung, Singabarong, dan Wadasan.
Pameran Batik ""Merawit Rasa"" di Museum Tekstil Jakarta dibuka secara resmi pada tanggal 2 Oktober 2025 dan mulai bisa dikunjungi oleh umum pada 3 Oktober 2025. Berikut jadwalnya.

Mengutip dari situs Kemdiktisaintek, sejarah Hari Batik Nasional dimulai dari pengakuan batik sebagai warisan budaya takbenda oleh UNESCO pada tahun 2009. Pengakuan ini terjadi dalam sidang ke-4 Komite Antar Pemerintah tentang Warisan Budaya Tak Benda di Abu Dhabi pada tanggal 2 Oktober 2009.
Pada saat itu, batik diakui bersama dengan beberapa unsur budaya lainnya, seperti wayang, keris, noken, dan tari Saman, sebagai Bagian dari Warisan Budaya Takbenda Manusia atau Representative List of the Intangible Cultural Heritage of Humanity.
Awalnya, batik diperkenalkan kepada dunia internasional oleh Presiden Soeharto saat mengikuti konferensi Perserikatan Bangsa-Bangsa. Batik Indonesia kemudian didaftarkan untuk mendapatkan status Intangible Cultural Heritage (ICH) melalui UNESCO pada tanggal 4 September 2008 di Jakarta.
Lalu, pada 9 Januari 2009, pengajuan batik untuk Warisan Kemanusiaan untuk Budaya Lisan dan Nonbendawi UNESCO diterima secara resmi, dan batik dikukuhkan sebagai bagian dari Warisan Budaya Tak Benda dalam sidang keempat Komite Antar-Pemerintah yang diselenggarakan oleh UNESCO di Abu Dhabi pada tanggal 2 Oktober 2009.
Kemudian, Presiden ke-6 Indonesia, Susilo Bambang Yudhoyono (SBY), menjadikan tanggal 2 Oktober sebagai Hari Batik Nasional melalui Keputusan Presiden (Keppres) Nomor 33 Tahun 2009 yang dikeluarkan pada tanggal 17 November 2009.

Simak juga Video: Mengenal Batik Lebih Dalam Lewat Gelar Batik Nasional

[Gambas:Video 20detik]

",https://news.detik.com/berita/d-8139652/peringati-hari-batik-nasional-2-oktober-apakah-tanggal-merah,berita
