IP,/faq.html,/index.html
119.63.102.228,1,0
119.63.103.117,0,1
119.63.103.4,0,1
119.63.105.183,0,1
119.63.11.99,0,1
119.63.117.28,0,1
119.63.119.37,1,0
119.63.120.90,1,0
119.63.123.134,1,0
119.63.128.182,0,1
119.63.139.30,1,0
119.63.141.51,0,1
119.63.149.30,1,0
119.63.153.125,0,1
119.63.158.208,0,1
119.63.159.24,0,1
119.63.173.37,0,1
119.63.179.169,0,1
119.63.181.191,0,1
119.63.181.73,0,1
119.63.182.108,0,1
119.63.182.199,1,0
119.63.186.159,0,1
119.63.195.229,1,0
119.63.197.143,1,0
119.63.198.110,0,1
119.63.200.147,0,1
119.63.208.191,0,1
119.63.21.185,1,0
119.63.210.204,1,0
119.63.228.186,0,1
119.63.229.96,1,0
119.63.23.69,0,1
119.63.235.124,1,0
119.63.236.3,0,1
119.63.239.209,1,0
119.63.244.69,1,0
119.63.249.32,0,1
119.63.251.65,1,0
119.63.252.201,0,1
119.63.26.44,1,0
119.63.28.63,1,0
119.63.32.213,0,1
119.63.32.81,0,1
119.63.38.61,0,1
119.63.39.62,0,1
119.63.43.121,0,1
119.63.49.106,1,0
119.63.5.42,0,1
119.63.52.118,1,0
119.63.53.142,1,0
119.63.53.90,1,0
119.63.59.96,0,1
119.63.64.29,1,0
119.63.84.181,0,1
119.63.84.33,0,1
119.63.93.43,0,1
119.63.95.151,1,0
12.107.109.132,0,1
12.107.114.223,0,1
12.107.120.71,0,1
12.107.124.139,0,1
12.107.124.174,0,1
12.107.125.131,0,1
12.107.13.230,0,1
12.107.131.243,0,1
12.107.148.112,0,1
12.107.154.238,0,1
12.107.160.180,1,0
12.107.171.69,1,0
12.107.18.199,0,1
12.107.182.120,0,1
12.107.185.136,0,1
12.107.186.188,0,1
12.107.191.126,0,1
12.107.198.204,0,1
12.107.20.224,0,1
12.107.201.122,0,1
12.107.202.236,1,0
12.107.203.133,1,0
12.107.203.36,0,1
12.107.207.226,1,0
12.107.221.146,1,0
12.107.231.20,0,1
12.107.233.245,0,1
12.107.234.101,0,1
12.107.238.240,0,1
12.107.239.140,0,1
12.107.249.0,1,0
12.107.251.26,0,1
12.107.32.153,1,0
12.107.43.150,1,0
12.107.51.110,0,1
12.107.51.198,0,1
12.107.60.185,0,1
12.107.60.244,0,1
12.107.63.222,0,1
12.107.67.66,0,1
12.107.76.126,1,0
12.107.83.170,0,1
12.107.83.38,0,1
12.107.84.26,0,1
12.107.91.191,0,1
12.107.91.59,0,1
12.107.94.17,0,1
12.107.94.49,1,0
12.107.97.180,0,1
12.166.109.180,0,1
12.166.123.224,0,1
12.166.134.130,0,1
12.166.144.80,1,0
12.166.154.222,1,0
12.166.168.63,1,0
12.166.172.5,1,0
12.166.174.72,0,1
12.166.187.93,1,0
12.166.199.186,1,0
12.166.216.62,0,1
12.166.218.104,0,1
12.166.232.149,1,0
12.166.34.115,0,1
12.166.52.101,1,0
12.166.57.199,0,1
12.166.66.144,1,0
12.234.0.119,1,0
12.234.10.201,1,0
12.234.10.37,0,1
12.234.100.49,0,1
12.234.101.210,0,1
12.234.101.219,0,1
12.234.104.19,0,1
12.234.106.241,0,1
12.234.106.73,1,0
12.234.107.60,0,1
12.234.11.156,0,1
12.234.11.228,1,0
12.234.110.51,0,1
12.234.111.25,1,0
12.234.111.61,1,0
12.234.112.183,1,0
12.234.113.132,0,1
12.234.113.92,0,1
12.234.115.138,0,1
12.234.116.154,1,0
12.234.117.125,0,1
12.234.118.107,0,1
12.234.119.230,1,0
12.234.119.44,1,0
12.234.12.134,0,1
12.234.120.144,0,1
12.234.120.15,0,1
12.234.120.72,1,0
12.234.122.155,0,1
12.234.123.234,0,1
12.234.125.32,0,1
12.234.126.199,0,1
12.234.127.30,0,1
12.234.13.4,0,1
12.234.13.60,0,1
12.234.130.204,0,1
12.234.134.121,0,1
12.234.134.244,0,1
12.234.134.81,0,1
12.234.138.201,0,1
12.234.139.201,0,1
12.234.14.238,0,1
12.234.140.252,1,0
12.234.147.161,0,1
12.234.149.138,0,1
12.234.150.192,0,1
12.234.155.38,0,1
12.234.157.170,0,1
12.234.158.103,0,1
12.234.158.126,0,1
12.234.16.50,0,1
12.234.160.168,1,0
12.234.161.147,0,1
12.234.161.149,0,1
12.234.161.250,0,1
12.234.163.13,0,1
12.234.163.70,1,0
12.234.166.26,1,0
12.234.167.69,0,1
12.234.169.129,1,0
12.234.173.6,0,1
12.234.174.166,0,1
12.234.174.57,1,0
12.234.178.172,1,0
12.234.179.110,1,0
12.234.179.33,1,0
12.234.18.96,0,1
12.234.182.183,0,1
12.234.182.189,1,0
12.234.182.247,0,1
12.234.183.186,0,1
12.234.183.247,1,0
12.234.184.146,0,1
12.234.184.98,0,1
12.234.187.175,0,1
12.234.187.19,1,0
12.234.189.35,0,1
12.234.19.231,0,1
12.234.192.223,0,1
12.234.197.7,0,1
12.234.199.100,1,0
12.234.20.124,0,1
12.234.20.29,1,0
12.234.20.88,0,1
12.234.202.60,0,1
12.234.204.37,0,1
12.234.205.107,1,0
12.234.205.64,1,0
12.234.208.216,1,0
12.234.208.85,0,1
12.234.209.126,0,1
12.234.21.212,0,1
12.234.211.254,1,0
12.234.212.37,1,0
12.234.215.217,0,1
12.234.216.211,1,0
12.234.219.36,0,1
12.234.22.108,1,0
12.234.220.97,0,1
12.234.221.98,0,1
12.234.222.180,0,1
12.234.222.241,1,0
12.234.222.73,0,1
12.234.223.25,0,1
12.234.224.225,0,1
12.234.225.114,1,0
12.234.227.14,0,1
12.234.227.163,1,0
12.234.23.0,1,0
12.234.23.123,0,1
12.234.23.127,1,0
12.234.230.29,1,0
12.234.230.60,1,0
12.234.232.16,0,1
12.234.232.223,0,1
12.234.232.251,0,1
12.234.234.105,0,1
12.234.234.126,0,1
12.234.234.45,0,1
12.234.235.248,0,1
12.234.236.65,0,1
12.234.237.230,0,1
12.234.239.1,1,0
12.234.24.215,0,1
12.234.243.172,0,1
12.234.244.114,0,1
12.234.244.158,0,1
12.234.245.224,0,1
12.234.248.168,0,1
12.234.25.169,0,1
12.234.250.83,0,1
12.234.251.53,1,0
12.234.253.74,0,1
12.234.254.3,0,1
12.234.26.33,0,1
12.234.26.63,0,1
12.234.27.155,1,0
12.234.27.204,0,1
12.234.28.62,0,1
12.234.29.35,0,1
12.234.32.106,0,1
12.234.34.242,1,0
12.234.37.11,1,0
12.234.38.160,0,1
12.234.41.86,1,0
12.234.42.164,0,1
12.234.44.149,1,0
12.234.46.61,0,1
12.234.5.110,0,1
12.234.5.138,1,0
12.234.5.197,0,1
12.234.51.11,0,1
12.234.51.169,0,1
12.234.52.126,0,1
12.234.53.16,0,1
12.234.56.107,1,0
12.234.58.108,0,1
12.234.58.141,1,0
12.234.58.158,0,1
12.234.59.27,0,1
12.234.6.226,0,1
12.234.60.239,0,1
12.234.61.200,0,1
12.234.61.243,1,0
12.234.63.47,1,0
12.234.63.48,1,0
12.234.64.139,0,1
12.234.64.188,0,1
12.234.65.127,0,1
12.234.65.164,0,1
12.234.66.31,0,1
12.234.7.208,0,1
12.234.74.134,0,1
12.234.76.125,1,0
12.234.76.55,1,0
12.234.76.96,1,0
12.234.76.99,1,0
12.234.78.52,0,1
12.234.8.7,0,1
12.234.86.167,0,1
12.234.87.201,1,0
12.234.88.107,0,1
12.234.89.114,1,0
12.234.89.212,0,1
12.234.9.222,0,1
12.234.92.241,1,0
12.234.92.245,0,1
12.234.92.252,1,0
12.234.93.126,1,0
12.234.95.35,0,1
12.234.96.159,1,0
12.234.99.156,0,1
12.71.141.47,0,1
12.71.47.83,0,1
120.44.106.20,1,0
120.44.118.8,0,1
120.44.151.123,1,0
120.44.161.230,0,1
120.44.164.252,0,1
120.44.166.58,0,1
120.44.17.242,0,1
120.44.181.48,0,1
120.44.20.121,0,1
120.44.204.180,0,1
120.44.221.0,0,1
120.44.223.186,0,1
120.44.225.227,0,1
120.44.254.185,1,0
120.44.32.180,0,1
120.44.43.104,0,1
120.44.64.134,0,1
120.44.77.94,0,1
120.50.10.253,0,1
120.50.100.234,0,1
120.50.105.113,0,1
120.50.106.89,0,1
120.50.109.221,0,1
120.50.117.53,0,1
120.50.121.221,0,1
120.50.121.60,0,1
120.50.122.113,0,1
120.50.126.2,0,1
120.50.135.205,0,1
120.50.148.89,0,1
120.50.148.97,0,1
120.50.15.89,0,1
120.50.152.156,1,0
120.50.160.13,1,0
120.50.161.253,0,1
120.50.167.157,0,1
120.50.17.106,0,1
120.50.17.207,1,0
120.50.174.26,0,1
120.50.176.223,1,0
120.50.186.129,1,0
120.50.188.210,0,1
120.50.189.168,0,1
120.50.201.123,0,1
120.50.204.131,1,0
120.50.204.223,1,0
120.50.229.108,0,1
120.50.23.251,1,0
120.50.240.232,0,1
120.50.241.195,0,1
120.50.245.166,0,1
120.50.247.228,1,0
120.50.27.7,1,0
120.50.31.20,1,0
120.50.35.145,0,1
120.50.43.141,0,1
120.50.43.55,0,1
120.50.67.157,1,0
120.50.68.61,0,1
120.50.68.98,1,0
120.50.70.71,1,0
120.50.78.189,0,1
120.50.80.7,0,1
120.50.86.18,0,1
120.50.92.245,0,1
120.50.97.158,0,1
121.130.144.151,0,1
121.166.10.151,0,1
121.166.106.64,0,1
121.166.107.150,1,0
121.166.109.148,1,0
121.166.114.131,1,0
121.166.127.24,0,1
121.166.140.158,1,0
121.166.140.5,0,1
121.166.147.138,1,0
121.166.156.124,0,1
121.166.165.48,0,1
121.166.178.165,0,1
121.166.193.87,0,1
121.166.195.178,1,0
121.166.203.35,1,0
121.166.206.217,0,1
121.166.206.229,0,1
121.166.206.60,0,1
121.166.216.173,0,1
121.166.220.249,1,0
121.166.234.154,0,1
121.166.241.116,1,0
121.166.253.51,0,1
121.166.35.216,1,0
121.166.41.74,1,0
121.166.53.121,1,0
121.166.56.8,0,1
121.166.64.205,0,1
121.166.71.191,1,0
121.166.91.41,1,0
121.166.94.218,0,1
121.166.99.138,0,1
121.232.10.222,0,1
121.232.112.102,1,0
121.232.117.115,1,0
121.232.145.104,1,0
121.232.159.143,0,1
121.232.159.148,0,1
121.232.160.137,0,1
121.232.160.184,0,1
121.232.166.194,0,1
121.232.180.131,1,0
121.232.192.101,1,0
121.232.210.212,0,1
121.232.212.231,1,0
121.232.218.243,1,0
121.232.220.136,0,1
121.232.224.26,0,1
121.232.233.119,0,1
121.232.243.20,1,0
121.232.36.92,0,1
121.232.66.139,0,1
121.232.66.154,0,1
121.232.71.227,1,0
121.232.76.176,0,1
121.232.78.131,0,1
121.232.87.110,0,1
121.232.89.114,1,0
121.232.92.21,0,1
121.232.94.10,1,0
121.243.0.31,1,0
121.243.1.148,0,1
121.243.103.24,0,1
121.243.108.236,0,1
121.243.11.159,0,1
121.243.110.171,0,1
121.243.111.10,0,1
121.243.111.188,0,1
121.243.112.198,0,1
121.243.112.250,1,0
121.243.114.26,0,1
121.243.114.35,1,0
121.243.114.82,0,1
121.243.117.134,0,1
121.243.117.52,0,1
121.243.118.105,0,1
121.243.118.210,0,1
121.243.122.4,1,0
121.243.123.38,0,1
121.243.123.4,0,1
121.243.123.91,1,0
121.243.125.53,0,1
121.243.129.140,1,0
121.243.129.85,1,0
121.243.13.52,1,0
121.243.131.202,0,1
121.243.131.42,0,1
121.243.132.59,0,1
121.243.134.143,0,1
121.243.135.108,0,1
121.243.136.191,1,0
121.243.137.36,1,0
121.243.138.213,0,1
121.243.138.93,1,0
121.243.139.15,0,1
121.243.139.170,1,0
121.243.142.2,1,0
121.243.143.48,0,1
121.243.144.40,0,1
121.243.145.117,1,0
121.243.146.205,0,1
121.243.146.77,0,1
121.243.148.52,0,1
121.243.148.90,0,1
121.243.150.90,1,0
121.243.151.34,1,0
121.243.153.181,0,1
121.243.154.72,1,0
121.243.159.118,0,1
121.243.159.59,1,0
121.243.16.154,0,1
121.243.160.24,0,1
121.243.162.123,0,1
121.243.162.151,1,0
121.243.162.63,0,1
121.243.163.32,0,1
121.243.165.109,0,1
121.243.165.189,0,1
121.243.165.48,0,1
121.243.165.77,1,0
121.243.166.122,1,0
121.243.166.90,1,0
121.243.167.140,1,0
121.243.167.49,1,0
121.243.169.130,1,0
121.243.169.75,0,1
121.243.171.183,1,0
121.243.171.226,1,0
121.243.171.51,0,1
121.243.172.131,1,0
121.243.172.156,1,0
121.243.174.183,0,1
121.243.174.207,0,1
121.243.176.92,1,0
121.243.177.18,0,1
121.243.177.252,1,0
121.243.179.138,0,1
121.243.18.91,0,1
121.243.180.134,1,0
121.243.180.63,1,0
121.243.181.37,1,0
121.243.182.15,0,1
121.243.182.214,0,1
121.243.185.174,1,0
121.243.186.67,0,1
121.243.187.124,0,1
121.243.188.225,0,1
121.243.188.237,0,1
121.243.190.215,1,0
121.243.191.147,1,0
121.243.191.168,0,1
121.243.191.27,1,0
121.243.191.98,1,0
121.243.193.100,0,1
121.243.197.185,0,1
121.243.20.205,1,0
121.243.201.90,1,0
121.243.202.12,0,1
121.243.202.234,0,1
121.243.203.0,0,1
121.243.204.95,0,1
121.243.205.61,0,1
121.243.207.173,0,1
121.243.208.173,0,1
121.243.208.25,0,1
121.243.209.0,0,1
121.243.209.154,0,1
121.243.21.51,0,1
121.243.210.152,0,1
121.243.210.161,0,1
121.243.212.7,1,0
121.243.213.232,0,1
121.243.218.212,1,0
121.243.218.223,0,1
121.243.219.73,1,0
121.243.220.121,1,0
121.243.220.247,0,1
121.243.221.231,0,1
121.243.221.72,0,1
121.243.222.144,0,1
121.243.224.243,0,1
121.243.224.76,0,1
121.243.225.150,0,1
121.243.225.31,1,0
121.243.225.59,1,0
121.243.232.205,0,1
121.243.233.40,0,1
121.243.235.63,0,1
121.243.236.167,0,1
121.243.237.145,0,1
121.243.237.19,0,1
121.243.238.127,1,0
121.243.238.249,0,1
121.243.238.252,0,1
121.243.239.124,0,1
121.243.239.153,0,1
121.243.240.187,1,0
121.243.240.87,0,1
121.243.242.89,1,0
121.243.242.95,1,0
121.243.243.126,1,0
121.243.243.231,0,1
121.243.244.145,0,1
121.243.245.249,1,0
121.243.246.237,0,1
121.243.248.120,0,1
121.243.248.216,1,0
121.243.25.244,0,1
121.243.251.219,0,1
121.243.253.34,0,1
121.243.254.126,0,1
121.243.254.177,1,0
121.243.26.163,1,0
121.243.26.186,0,1
121.243.26.22,0,1
121.243.27.110,0,1
121.243.27.169,1,0
121.243.27.247,0,1
121.243.28.182,1,0
121.243.32.175,1,0
121.243.32.72,1,0
121.243.33.115,1,0
121.243.34.17,0,1
121.243.39.116,0,1
121.243.4.13,0,1
121.243.4.79,0,1
121.243.4.96,0,1
121.243.45.125,0,1
121.243.45.191,0,1
121.243.45.70,0,1
121.243.47.193,1,0
121.243.47.212,1,0
121.243.47.56,0,1
121.243.48.3,1,0
121.243.50.110,1,0
121.243.52.115,0,1
121.243.53.111,0,1
121.243.53.156,0,1
121.243.53.93,0,1
121.243.55.184,0,1
121.243.55.236,0,1
121.243.56.148,1,0
121.243.56.174,0,1
121.243.57.253,1,0
121.243.6.198,0,1
121.243.62.242,0,1
121.243.65.69,1,0
121.243.66.249,0,1
121.243.68.104,0,1
121.243.68.188,0,1
121.243.68.85,1,0
121.243.69.175,1,0
121.243.69.185,0,1
121.243.70.33,0,1
121.243.72.12,0,1
121.243.72.204,0,1
121.243.74.202,0,1
121.243.75.176,0,1
121.243.79.132,1,0
121.243.8.218,1,0
121.243.8.249,0,1
121.243.80.152,0,1
121.243.82.189,0,1
121.243.83.104,0,1
121.243.84.69,0,1
121.243.85.166,0,1
121.243.85.212,0,1
121.243.86.188,0,1
121.243.87.209,0,1
121.243.87.229,1,0
121.243.87.55,0,1
121.243.89.74,0,1
121.243.9.207,0,1
121.243.9.245,0,1
121.243.9.86,1,0
121.243.92.178,1,0
121.243.93.156,0,1
121.243.98.188,0,1
121.245.100.91,0,1
121.245.81.138,0,1
121.44.107.9,0,1
121.44.115.17,0,1
121.44.133.119,0,1
121.44.144.198,0,1
121.44.157.109,0,1
121.44.169.61,1,0
121.44.185.253,0,1
121.44.185.80,0,1
121.44.190.40,0,1
121.44.214.223,1,0
121.44.230.143,0,1
121.44.243.214,1,0
121.44.25.2,0,1
121.44.35.254,0,1
121.44.50.193,0,1
121.44.64.237,0,1
121.44.9.149,0,1
122.100.0.145,1,0
122.100.1.99,1,0
122.100.101.80,1,0
122.100.106.201,1,0
122.100.11.61,1,0
122.100.110.254,0,1
122.100.110.57,1,0
122.100.112.239,1,0
122.100.119.93,0,1
122.100.135.172,0,1
122.100.137.196,1,0
122.100.137.34,1,0
122.100.142.246,1,0
122.100.147.173,0,1
122.100.159.55,0,1
122.100.160.22,0,1
122.100.161.66,0,1
122.100.169.205,0,1
122.100.170.194,0,1
122.100.181.4,0,1
122.100.184.192,0,1
122.100.193.11,0,1
122.100.195.214,0,1
122.100.199.156,1,0
122.100.2.218,0,1
122.100.201.166,0,1
122.100.206.128,0,1
122.100.206.95,0,1
122.100.215.212,1,0
122.100.217.206,1,0
122.100.217.229,0,1
122.100.224.12,0,1
122.100.239.22,0,1
122.100.240.150,0,1
122.100.245.105,1,0
122.100.252.88,1,0
122.100.254.137,0,1
122.100.254.8,0,1
122.100.27.224,0,1
122.100.37.117,1,0
122.100.37.6,0,1
122.100.44.152,1,0
122.100.5.173,0,1
122.100.50.114,0,1
122.100.57.236,1,0
122.100.58.4,0,1
122.100.6.176,1,0
122.100.69.54,0,1
122.100.7.154,1,0
122.100.71.46,0,1
122.100.73.242,0,1
122.100.75.38,1,0
122.100.85.104,0,1
122.100.95.15,0,1
122.103.114.61,0,1
122.103.133.30,1,0
122.103.136.218,0,1
122.103.142.33,1,0
122.103.157.136,0,1
122.103.16.101,0,1
122.103.168.126,0,1
122.103.170.140,0,1
122.103.182.142,0,1
122.103.183.181,0,1
122.103.184.18,0,1
122.103.191.170,0,1
122.103.199.48,0,1
122.103.204.111,0,1
122.103.214.87,0,1
122.103.225.74,1,0
122.103.227.254,0,1
122.103.232.244,1,0
122.103.244.86,0,1
122.103.254.12,0,1
122.103.42.54,0,1
122.103.5.138,1,0
122.103.53.103,0,1
122.103.60.211,0,1
122.103.75.234,0,1
122.160.110.59,0,1
122.160.111.193,0,1
122.160.113.130,1,0
122.160.125.42,1,0
122.160.145.26,0,1
122.160.151.195,0,1
122.160.161.80,0,1
122.160.166.209,1,0
122.160.176.137,1,0
122.160.202.121,0,1
122.160.205.221,1,0
122.160.210.148,0,1
122.160.223.78,1,0
122.160.245.11,1,0
122.160.254.77,1,0
122.160.3.225,0,1
122.160.34.25,0,1
122.160.46.89,1,0
122.160.8.153,0,1
122.160.92.30,0,1
122.160.94.51,0,1
122.160.98.175,1,0
122.162.1.30,0,1
122.162.102.25,0,1
122.162.103.231,0,1
122.162.114.97,0,1
122.162.115.192,0,1
122.162.122.60,0,1
122.162.130.176,1,0
122.162.138.147,0,1
122.162.142.41,0,1
122.162.149.237,0,1
122.162.149.249,1,0
122.162.149.7,0,1
122.162.150.219,1,0
122.162.150.82,1,0
122.162.155.45,0,1
122.162.156.97,0,1
122.162.159.26,0,1
122.162.16.186,0,1
122.162.162.186,0,1
122.162.163.107,0,1
122.162.164.186,1,0
122.162.17.125,0,1
122.162.172.36,0,1
122.162.173.20,0,1
122.162.175.195,1,0
122.162.186.97,1,0
122.162.190.78,1,0
122.162.197.102,1,0
122.162.200.108,0,1
122.162.205.213,0,1
122.162.212.248,0,1
122.162.218.5,0,1
122.162.220.110,0,1
122.162.233.66,1,0
122.162.236.245,0,1
122.162.24.188,0,1
122.162.24.247,0,1
122.162.240.236,0,1
122.162.243.17,0,1
122.162.249.140,1,0
122.162.25.247,0,1
122.162.251.142,0,1
122.162.27.142,0,1
122.162.33.20,0,1
122.162.42.187,1,0
122.162.45.242,0,1
122.162.46.134,0,1
122.162.52.158,0,1
122.162.61.3,1,0
122.162.70.56,0,1
122.162.76.12,0,1
122.162.85.240,0,1
122.162.92.139,1,0
122.162.98.187,1,0
122.167.0.240,1,0
122.167.10.235,0,1
122.167.100.138,0,1
122.167.101.214,1,0
122.167.101.7,0,1
122.167.102.34,1,0
122.167.122.87,0,1
122.167.124.148,1,0
122.167.129.80,0,1
122.167.133.68,1,0
122.167.134.52,0,1
122.167.137.5,0,1
122.167.144.69,1,0
122.167.150.36,0,1
122.167.152.16,1,0
122.167.152.65,0,1
122.167.172.233,1,0
122.167.180.40,0,1
122.167.187.45,0,1
122.167.188.57,0,1
122.167.194.86,1,0
122.167.200.27,1,0
122.167.203.197,1,0
122.167.206.3,1,0
122.167.214.41,0,1
122.167.218.97,0,1
122.167.220.0,1,0
122.167.229.189,0,1
122.167.241.131,0,1
122.167.251.4,1,0
122.167.253.79,0,1
122.167.32.151,0,1
122.167.36.235,0,1
122.167.42.225,0,1
122.167.43.251,0,1
122.167.51.136,0,1
122.167.55.159,0,1
122.167.58.71,1,0
122.167.6.172,1,0
122.167.67.104,0,1
122.167.8.101,1,0
122.167.83.94,1,0
122.167.89.85,0,1
122.167.96.122,1,0
122.167.97.39,0,1
122.168.0.238,1,0
122.168.109.196,0,1
122.168.114.112,0,1
122.168.144.150,1,0
122.168.156.114,0,1
122.168.165.68,0,1
122.168.18.163,0,1
122.168.184.242,0,1
122.168.207.189,0,1
122.168.216.201,0,1
122.168.222.195,0,1
122.168.248.200,0,1
122.168.44.227,1,0
122.168.46.132,0,1
122.168.58.110,1,0
122.168.61.112,1,0
122.168.71.140,0,1
122.168.75.106,1,0
122.168.87.194,0,1
122.173.140.132,0,1
122.173.151.201,0,1
122.173.239.47,0,1
122.174.128.118,0,1
122.174.145.217,1,0
122.174.153.242,0,1
122.174.223.254,1,0
122.174.245.34,0,1
122.174.248.126,1,0
122.174.253.85,0,1
122.174.8.187,0,1
122.174.8.85,1,0
122.174.9.201,0,1
122.225.10.177,1,0
122.225.105.136,0,1
122.225.115.195,1,0
122.225.127.41,1,0
122.225.128.238,0,1
122.225.129.87,0,1
122.225.131.217,0,1
122.225.134.248,1,0
122.225.138.148,0,1
122.225.139.152,0,1
122.225.149.9,0,1
122.225.150.126,0,1
122.225.154.172,0,1
122.225.155.128,0,1
122.225.155.150,1,0
122.225.159.73,1,0
122.225.161.237,0,1
122.225.163.7,0,1
122.225.164.177,0,1
122.225.167.22,1,0
122.225.173.79,1,0
122.225.176.137,0,1
122.225.176.153,0,1
122.225.179.253,1,0
122.225.183.214,1,0
122.225.190.49,0,1
122.225.196.133,0,1
122.225.202.246,0,1
122.225.203.191,0,1
122.225.204.26,1,0
122.225.205.47,0,1
122.225.206.94,0,1
122.225.212.220,0,1
122.225.213.70,1,0
122.225.214.12,1,0
122.225.215.58,0,1
122.225.215.92,1,0
122.225.22.44,0,1
122.225.226.86,0,1
122.225.228.114,1,0
122.225.234.100,0,1
122.225.237.25,0,1
122.225.247.41,1,0
122.225.253.223,0,1
122.225.253.248,0,1
122.225.32.152,0,1
122.225.35.136,0,1
122.225.36.132,0,1
122.225.36.160,0,1
122.225.37.80,1,0
122.225.43.224,1,0
122.225.52.89,1,0
122.225.6.175,0,1
122.225.61.29,0,1
122.225.7.111,0,1
122.225.70.132,0,1
122.225.74.88,0,1
122.225.75.108,0,1
122.225.76.193,0,1
122.225.78.144,0,1
122.225.78.18,0,1
122.225.83.143,1,0
122.225.84.186,1,0
122.225.89.237,1,0
122.225.89.77,0,1
122.225.93.224,1,0
122.225.93.227,0,1
122.225.96.238,0,1
122.225.97.221,0,1
122.252.110.22,0,1
122.252.28.101,1,0
123.117.123.102,1,0
123.117.123.109,0,1
123.117.130.57,0,1
123.117.155.92,0,1
123.117.157.206,0,1
123.117.158.79,1,0
123.117.159.146,0,1
123.117.167.169,0,1
123.117.18.203,0,1
123.117.180.201,0,1
123.117.184.47,1,0
123.117.211.45,0,1
123.117.223.156,0,1
123.117.23.124,1,0
123.117.232.219,1,0
123.117.232.25,0,1
123.117.235.11,1,0
123.117.239.133,1,0
123.117.244.96,1,0
123.117.249.140,0,1
123.117.250.35,0,1
123.117.27.175,0,1
123.117.28.211,0,1
123.117.36.21,0,1
123.117.37.90,0,1
123.117.4.118,0,1
123.117.55.235,1,0
123.117.72.30,1,0
123.117.74.44,0,1
123.117.75.43,1,0
123.117.89.204,0,1
123.117.90.102,0,1
123.117.92.85,0,1
123.117.94.126,0,1
123.117.95.146,1,0
123.117.96.155,1,0
123.117.97.131,1,0
123.125.0.180,0,1
123.125.101.153,0,1
123.125.106.181,0,1
123.125.111.51,0,1
123.125.114.109,0,1
123.125.114.8,0,1
123.125.119.191,1,0
123.125.127.184,0,1
123.125.130.24,1,0
123.125.131.186,1,0
123.125.140.41,0,1
123.125.141.120,1,0
123.125.143.177,0,1
123.125.143.29,0,1
123.125.144.188,0,1
123.125.147.134,0,1
123.125.158.6,1,0
123.125.167.78,1,0
123.125.168.7,0,1
123.125.168.93,0,1
123.125.169.8,1,0
123.125.170.192,1,0
123.125.173.1,1,0
123.125.173.79,0,1
123.125.180.123,0,1
123.125.181.112,1,0
123.125.186.201,0,1
123.125.190.76,0,1
123.125.193.0,0,1
123.125.195.22,1,0
123.125.199.164,1,0
123.125.199.166,0,1
123.125.202.110,0,1
123.125.206.209,1,0
123.125.212.229,0,1
123.125.214.252,0,1
123.125.216.82,1,0
123.125.218.142,0,1
123.125.236.97,0,1
123.125.240.150,0,1
123.125.240.156,0,1
123.125.247.250,0,1
123.125.250.25,0,1
123.125.254.55,1,0
123.125.28.7,1,0
123.125.29.202,1,0
123.125.3.60,0,1
123.125.44.0,0,1
123.125.44.7,0,1
123.125.45.142,0,1
123.125.46.230,0,1
123.125.46.25,0,1
123.125.47.183,0,1
123.125.57.204,0,1
123.125.60.219,0,1
123.125.60.25,0,1
123.125.61.190,1,0
123.125.62.44,0,1
123.125.74.79,0,1
123.125.76.186,0,1
123.125.78.32,0,1
123.125.84.121,0,1
123.125.88.29,0,1
123.125.9.253,0,1
123.125.9.78,0,1
123.125.90.124,0,1
123.125.95.93,1,0
123.187.103.6,1,0
123.187.112.208,0,1
123.187.115.89,0,1
123.187.129.37,0,1
123.187.132.45,0,1
123.187.144.200,1,0
123.187.157.254,1,0
123.187.161.34,0,1
123.187.17.131,1,0
123.187.172.226,0,1
123.187.179.121,0,1
123.187.18.35,0,1
123.187.192.145,0,1
123.187.204.192,0,1
123.187.205.208,0,1
123.187.208.252,1,0
123.187.224.73,1,0
123.187.230.234,0,1
123.187.236.249,0,1
123.187.240.99,0,1
123.187.254.133,0,1
123.187.254.68,1,0
123.187.32.16,1,0
123.187.32.67,0,1
123.187.34.119,1,0
123.187.35.218,0,1
123.187.37.64,0,1
123.187.60.36,0,1
123.187.67.239,1,0
123.187.97.2,0,1
124.115.102.60,0,1
124.115.103.50,0,1
124.115.124.92,1,0
124.115.134.115,0,1
124.115.136.46,1,0
124.115.146.32,0,1
124.115.148.233,1,0
124.115.155.107,0,1
124.115.158.37,1,0
124.115.163.140,1,0
124.115.183.147,0,1
124.115.185.44,0,1
124.115.192.84,0,1
124.115.208.182,0,1
124.115.211.250,0,1
124.115.212.56,0,1
124.115.216.189,0,1
124.115.218.95,1,0
124.115.224.127,0,1
124.115.227.49,0,1
124.115.230.155,0,1
124.115.30.27,0,1
124.115.33.28,1,0
124.115.42.135,0,1
124.115.43.90,1,0
124.115.45.154,0,1
124.115.45.92,0,1
124.115.46.189,0,1
124.115.5.21,0,1
124.115.58.221,1,0
124.115.60.163,0,1
124.115.61.155,0,1
124.115.8.11,1,0
124.115.83.13,0,1
124.115.83.211,0,1
124.115.84.78,0,1
124.115.87.252,0,1
124.115.88.10,0,1
124.115.89.251,1,0
124.115.98.25,1,0
124.121.115.177,0,1
124.121.18.69,1,0
124.121.191.180,1,0
124.121.197.211,1,0
124.121.215.197,0,1
124.121.240.83,0,1
